UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
914,45866,Liberland,12-03-2020,business producer exploiting fear covid price rise x hand sanitizers maskstoilet papersricecanned foodbeanshackers bit late jumping party coronaoutbreak went global wh good mad,Negative
915,45867,"Pune, Maharashtra",12-03-2020,lock india day close everything financial market stock market bank give day indian store food control later month ask work sunday control coronavirus pmoindia narendramodi piyushgoyal mohfwindia,Neutral
916,45868, kilkenny. ,12-03-2020,person stereotyped irish people laidback chill clearly hasnt stepped supermarket midst storm pandemic gon na shop coming day get need mindful others covid,Positive
917,45869,,12-03-2020,bbcqt matthancock supermarket lie comming covid,Neutral
918,45870,Toronto,12-03-2020,massive lineup grocery store toronto today like frill front st toronto nofrills covid canchakir,Positive
919,45871,DTX,12-03-2020,waiting retail store email start rolling use promo code covid discount,Neutral
920,45872,"Brisbane, Queensland",12-03-2020,businessdepot team share would suggesting business owner business affected coronavirus directly indirectly reduced consumer business confidence read sme smallbusiness,Positive
921,45873,Socially Distanced in NC,12-03-2020,please stop mocking folk stock food personal care product face coronavirus covid trump made clear doesnt care wont help theyre protecting family way its one small bit mastery control terrifying time,Extremely Positive
922,45874,United States,12-03-2020,went cv couldnt find water went gelsons found little water guess price gallon usually run cent wtf america seriously greed pricegouging shameonyou covid,Extremely Negative
923,45875,United States,12-03-2020,every store upon hearing dearcorporate travel suspended due coronavirus next two week partytime retail retaillife,Negative
924,45876,"Arkansas, USA",12-03-2020,persecuting price gougers bitcoin mining gouging video card price gaming bitcoinmining covid coronavirus,Negative
925,45877,"Erie, CO",12-03-2020,happy supermarket toilet paper alternative available today tpgate covid,Extremely Positive
926,45878,"Wisconsin, USA",12-03-2020,impact covid consumerbehavior,Neutral
927,45879,,12-03-2020,need stockpile toilet paper doesnt kill covid tylenol ibuprofen gatorade juice soup food stock help quarantined covidcanada coronaviruspandemic,Extremely Negative
928,45880,,12-03-2020,sephora free shipping online end march bc ppl probably comfortable shopping online instead store due covid,Extremely Positive
929,45881,Liverpool,12-03-2020,youve emptied shelf bog roll pasta left jar sauce tinned food frozen food every non perishable supermarket covid,Negative
930,45882,,12-03-2020,movie remind coronavirus part contagion legend world war z day later contagion iamlegend worldwarz dayslater coronaviruspandemic coronaoutbreak coronavirus,Extremely Negative
931,45883,"Cardiff, Wales",12-03-2020,reached local facebook group try help pop shop etc people elderly self isolating coronavirus many wont online would make thing worse taking people contaminated shopping anyone tip guidance,Extremely Positive
932,45884,,12-03-2020,aharmumbai many hotel mumbai r usin diluted liquid soap detergent powder etc substitute undiluted liquid soap much ask good hygiene practicesas consumer covid densely populated metro like mumbai cost cutting,Positive
933,45885,"California, USA",12-03-2020,yet supermarket employee still go work helloooo u covid,Neutral
934,45886,"Ohio, USA",12-03-2020,returned grocery store shelf halfempty toilet paper ground beef cleaning supply line middle aisle register open going get nut covid coronavirusupdate coronaviruspandemic,Extremely Negative
935,45887,,12-03-2020,covid turkey food price increased virus outbreak unknown clear information provided authority,Positive
936,45888,marrakech,12-03-2020,dear stockmarketcrash know real world market dont crash buyer close control price avoid disaster specially anticipated covid coronaviruspandemic lockdown,Extremely Negative
937,45889,,12-03-2020,popped supermarket earlier stock piling feel im missing covid peerpressure coronavirusoutbreak,Negative
938,45890,"South West, England",12-03-2020,watching borisjohnson talk people staying home symptomsi got served today someone supermarket stop coughingpeople could hear manager must heard people wont stay home unless forced people need money covid,Negative
939,45891,"Bend, OR",12-03-2020,im seriously confused like stock food today going lockdown someone plz explain covid,Negative
940,45892,"Donegal, Ireland",12-03-2020,ireland lockdown schoolcollage closed today everyone panic buying supermarket shelf empty amp im one bit worried bout covid canceleverything,Negative
941,45893,chi ?,12-03-2020,thing talk besides covid weather drinking st patty ur online shopping problem book ur reading fav song moment get lunch,Positive
942,45894,NY,12-03-2020,hey everybody lower gas price like tax cut dumbest man earth chew oh wait cant its poison greed hate covid coronaviruspandemic,Extremely Negative
943,45895,"Bristol, England",12-03-2020,covid think uk closed school many kid would go food meal school one get family cant afford food school escape domestic abuse home virus still slow uk let panic,Negative
944,45896,One place roun a one part,12-03-2020,wholesale supermarket owner jamaica rn coronaoutbreak covid jamaica,Neutral
945,45897,,12-03-2020,grocery store line literally wrapping around giant superstore windsor canada afternoon pandemicparty covid,Neutral
946,45898,"Wroc?aw, Polska",12-03-2020,poland getting crazy everyone think morawieckim close every grocery store coming day thought panic viral joke yet saw today its covid,Negative
947,45899,"Las Vegas, NV",12-03-2020,secondsondag lol hoarding toilet paper like food covid resetting income sure stock market hitting pocket amp balancing scale thing living poverty cant fall much wont hurt much,Extremely Positive
948,45900,,12-03-2020,fact market plunged point yesterday failed agreement saudi arabia russia caused global oil price plunge hit record low recession predicted coronaviruspandemic covid lockdown coronavirus corona,Extremely Negative
949,45901,Dubai,12-03-2020,catch online shopping covid season,Neutral
950,45902,,12-03-2020,repsusandavis cdcgov get u test kit start reporting accurate number community belief one case havent tested enough people already affecting san diego grocery store today sounded like infirm,Positive
951,45903,"Sheffield, England",12-03-2020,went grocery today postnights cause genuinely food home literally thought therell less people supermarket working hour little know wrong covid,Extremely Negative
952,45904,VA,12-03-2020,bought go grocery store wish luck covid,Extremely Positive
953,45905,,12-03-2020,victorias health department advising anyone might coronavirus prepare stock essential item supermarket covidaustralia covid covid covid coronavirus coronaoutbreak coronaviruspandemic,Neutral
954,45906,"Longford, Dublin",12-03-2020,everybody feel compelled share supermarket empty shelf story think stage get covid,Positive
955,45907,OK ? TX ? IN,12-03-2020,hope grannys nurse doesnt end grocery store behind year old saying coronavirus cant get im still traveling everywhere canceleverything coronaoutbreak covid,Positive
956,45908,Italy,12-03-2020,really weird go supermarket wait line get see people wearing mask glove look like beginning apocalypse covid,Positive
957,45909,"Hamburg, Germany",12-03-2020,coronaviruspandemic help online grocery shopping break germany free delivery slot next two week area rewesupermarkt disruption ecommerce delivery covid,Positive
958,45910,,12-03-2020,russia dropping oil price screw u drilling amp fracking china dump wuflu u hope dismantle economy forget trump said better deal u election bad xi n china coronavirus covid trump trump,Negative
959,45911,,12-03-2020,europe travel ban tv series stopping filming nba suspending season corona coronavirus coronavirusoutbreak idk made light people going crazy grocery store im starting think im gon na stock food toilet paper tho least bad like,Extremely Negative
960,45912,Jeonghan is so majestic?,12-03-2020,ph peep nagannounce si duterte sa possible lockdown daw ng mga province atleast two confirmed case covid class suspension april im sure much possible stock food supply incase,Negative
961,45913,#worldwide ,13-03-2020,went grocery store bagel greater la area amp line long shelf emptying quickly people panic buying amp hoarding full cart coronapocalypse coronacrazy coronavirus covid,Extremely Negative
962,45914,North East. England ,13-03-2020,economic social amp emotional impact uk uk disastrous especially small independent micro business owner shopping eating drinking please choose indie chain amp home please order online,Positive
963,45915,SoCal,13-03-2020,psa coronavirus cant find wipe tp hand sanitizer local grocery store try lil local corner liquor store wont much ppl arent typically going buy u find,Positive
964,45916,Springfield ,13-03-2020,one earliest one tweeting alerting go people still denial mode its late prepare many aspect would tell people stock food wont go away without burning population covid wuhanvirus,Extremely Positive
965,45917,London & Lahore,13-03-2020,day selfquarantined enough supply food amp water last week may b month without interact anyone outside wait pandemic covid day min local grocery store craving snicker,Neutral
966,45918,"Addis Ababa,Ethiopa",13-03-2020,dont need panic understand stoking need least day worth food sanitary material medicine save resource everyone safe nobody safe covidet ethiopia coronainethiopia pic bolenow,Negative
967,45919,?????,13-03-2020,call demand congress pa bill free testing day paid sick leave month paid family leave expanded unemployment insurance food security medicaid fund,Negative
968,45920,,13-03-2020,head grocery storebecause every friday actually need stuff im kinda scared covid,Negative
969,45921,North Shore of Boston ,13-03-2020,none fucker superstore grocery store covid,Positive
970,45922,#Hartford #Connecticut ,13-03-2020,coronaviruspandemic going bad couple week people w anxietyampthose germaphobesjust trying go supermarket hellampfury covid coronaoutbreak,Extremely Negative
971,45923,,13-03-2020,anyone else noticed petrol diesel price dropped since coronavirus outbreak missing another reason covid,Negative
972,45924,,13-03-2020,absolutely outrageous hear company preying people fear hard time hiking price hand sanitiser soap stock home please consider giving local food bank,Positive
973,45925,,13-03-2020,apparently someone left delivery note asking knock door leave food outside door leave people really full covid panic mode,Negative
974,45926,"Las Vegas, NV",13-03-2020,imagine whats going happen consumer credit whundreds million american card holder furloughed coronavirus choosing credit card bill last mask last lb bag rice going easy reflexive choice consumer,Extremely Positive
975,45927,"Earth, Third Planet from the Sun",13-03-2020,governorlittle whitehouse many idahoan tested date many new test kit see ea week hirisk people w exposure amp symptom dismissed cdh staff reading script korea test day total u date,Negative
976,45928,"Los Angeles, CA",13-03-2020,im selling etoilet paper hit dm price covid toiletpapercrisis,Neutral
977,45929,"East Midlands, England",13-03-2020,work retail bookgift store im really hoping sale im hoping people arent pretending covid isnt thing isnt important think go work unnecessary even ended sick couldnt stay home,Extremely Positive
978,45930,,13-03-2020,co ro na coming together lower gas price close school cause state emergency main topic discussion covid coronavirus,Negative
979,45931,LA/LDN/DC,13-03-2020,shout man front grocery store getting version coronavirus provision bottle wine three frozen pizza giant bag mampms big bag chip cigarette big pack condom coronavirus covid endtimes,Neutral
980,45932,,13-03-2020,mixed advice stock food amp essential mths take cash bank bank soon shutdown alternative currency ei bitcoin xrp physical gold silver follow high amp twitter n youtube latest news get vitamin c amp chaga,Positive
981,45933,flagstaff ,13-03-2020,grocery stores food eated soap dont eat bc didnt covid,Negative
982,45934,"Toronto, Ontario",13-03-2020,jesus christ yall leave goddamned food shit ticket get grocery store tonight coronaviruspandemic covid coronavirus,Extremely Negative
983,45935,Portsmouth ,13-03-2020,opinion mad hell easily panicked whole world flu held hostage intense propaganda pushed agenda school closed event cancelled stock market declined toilet paper food shortage etc,Extremely Negative
984,45936,he/him,13-03-2020,please leave poor retail worker alone wish could put list item stock front door people give look tell get truck week stop lowvolume office supply store covid,Negative
985,45937,United States,13-03-2020,california price dropped use safeway club card going pay much less paid covid coronaoutbreak coronapocalypse,Negative
986,45938,"Lagos, Nigeria",13-03-2020,corona strike global market shaking oil price drop america potus order purchase crude oil fill reserve opportunist coronaoutbreak covid fridaytheth covid fridaymotivation,Extremely Negative
987,45939,fiji,13-03-2020,ensure stock food amp supply possibility country may shut amp place quarantine due covid live internationally ie usa school already shit due virus scare even contracted,Negative
988,45940,,13-03-2020,news avoid crowded area society people jam packed one grocery store helping problem covid coronaoutbreak,Negative
989,45941,Herts,13-03-2020,well done premierleague postponing footy match april rd april th due coronavirus stock market lowest public stock piling food sport cancelled new case today uk dont think worst,Extremely Negative
990,45942,Philly,13-03-2020,local grocery store covid,Neutral
991,45943,,13-03-2020,getting ready go work grocery store coronavirus boomin people psycho coronavirus covid lockdown coronaoutbreak,Positive
992,45944,Bulgaria,13-03-2020,thats line front supermarket neighborhood said let people inside time sofia bulgaria covid coronaoutbreak,Neutral
993,45945,????? ?????? ?????? ??? ??? ,13-03-2020,attack seriously damage economy well consumer confidence later destructive activity called agrobioterrorism subtype agroterrorism covid covid coronafromusa,Extremely Negative
994,45946,bumilangit cinematic universe,13-03-2020,infographics help put thing perspective seriously go buy shit bulk avoid chinese food dont panic coronaviruspandemic covid,Extremely Negative
995,45947,"Mother Base, Caribbean Sea",13-03-2020,grocery store toilet paper think people freaking buying toilet paper afraid quarantined coronavirus wuhanvirus covd covid covid coronaviruspandemic,Negative
996,45948,"Chicago, IL - USA",13-03-2020,dont forget polite others especially people working grocery store right theyre working as quarantineandchill stateofemergency covid lockdown nationalemergency coronaoutbreak fridaythoughts,Positive
997,45949,,13-03-2020,wow time come kindergarten amp school closed monday april th corona far italy situation anymore going lot stock shopping today canned food frozen food drink toilet paper,Positive
998,45950,,13-03-2020,coronavirus nieuw woord geleerd statistieken stalker statistic stalker also agreed nonstalkers statement important stock water food toilet paper prepare virus outbreak,Positive
999,45951,,13-03-2020,wow even expensive meat gone supermarket packed disifectant gone covid,Positive
1000,45952,"Houston, TX",13-03-2020,im still trying figure people going nut buying half grocery store went local kroger bread gone water gone egg gone tp gone plus many msm ppl scared mind covid hoarding grocery unreal,Extremely Negative
1001,45953, ,13-03-2020,someone explain gas price low everything going covid coronaoutbreak,Negative
1002,45954,,13-03-2020,tell episode lucy long time agobecause grocery store went fully stocked ha interesting timing airing supermarket empty shelf losangeles california emergencypreparedness covid coronavirus,Positive
1003,45955,"North East, USA",13-03-2020,call rep amp senator today amp demand pa bill contains free testing day paid sick leave month paid family leave expanded unemployment insurance amp food security medicaid fund life line,Negative
1004,45956,Kansas,13-03-2020,coughed grocery store tonight dude looked like wanted stab like chill bro got allergy swear covid coronavirus allergy,Neutral
1005,45957,"Atlanta, GA",13-03-2020,someone else said able stock food privilege sick leave american privilege wfh american privilege privilege help others together,Extremely Positive
1006,45958,"North Andover, MA",13-03-2020,someone please explain encouraging people stay house avoid public place shaming stock food water stay home covid,Positive
1007,45959,"Norwich, England",13-03-2020,think covid shown uk true colour everyone hate everyone theyre selfish typically britishonly look supermarket shelf proof bekind done planet let,Extremely Negative
1008,45960,"San Antonio, TX",13-03-2020,news grocery store cant keep food shelf mom stock food na ill buy yall bean rice arrive heb shelf empty see bag rice mom nice rice wheres bean um happened covid,Positive
1009,45961,free $bat 4 surfing the web,13-03-2020,wakeup call consumer society believe nature way slapping u face wealth divided equally across globe infrastructure already internet turn thing around manage dlt blockchain bitcoin covid,Positive
1010,45962,World,13-03-2020,im sending love doctor nurse supermarket employee across world together across world beat virus bitcoin covid covidnederland covidnl,Extremely Positive
1011,45963,Planet Earth,13-03-2020,ok shit gettin way outta hand costcopanicbuying coronapocalypse,Positive
1012,45964,everywhere,13-03-2020,supermarket shelf nyc loo roll hoarding aussie thing aupol coronavirus covid,Neutral
1013,45965,"Texas, USA",13-03-2020,omg line get food back nicaragua thank democrat promoting paniccoronapocalypse covid,Positive
1014,45966,Toronto,13-03-2020,costco app know toilet paper deliver door day fully normal pricesgo figure covid hoarding,Neutral
1015,45967,Chillin' on a dirt road,13-03-2020,grocery store control covid,Neutral
1016,45968,"Sugar Land,TX",13-03-2020,totemranch soho thisas bad paris accordits plain see globalists pushing everywhere wtheir agenda ofdominationtheytheir moment nowwith market volatile dt china covid spreadensuing panican election,Extremely Negative
1017,45969,,13-03-2020,breaking ccp army arrested citizen protest high food price wuhan china covid wuhancoronavirus covid coronavirus coronavirus,Extremely Negative
1018,45970,Limousin,13-03-2020,dont usually kind tweet would like tell guy thing went small place france covid trust never ever saw entire life even colleague supermarket year,Extremely Positive
1019,45971,"Global (U.S, Europe, Africa)",13-03-2020,news network disallowed issuing proper warning coronavirus order save stock price corporation many death occur result deception sacrifice willingly made covid,Negative
1020,45972,"Riverton, UT",13-03-2020,happy report jumped panic shopping band wagon week ago stocked essential really consisted dog food baby doesnt go hungry priority covid coronapocalypse,Positive
1021,45973,Northern Ireland,13-03-2020,judging supermarket shelf kind replaced fuck covid coronavirus panicbuying,Neutral
1022,45974,"England, United Kingdom",13-03-2020,difficult time please consider donating local foodbankfriday cafodwestmin cafodsouthwark panic buy causing lot shortage lady fatima pray u covid lent,Negative
1023,45975,"North Dakota, USA",13-03-2020,make sad think food go waste dust settle around covid people start throwing food panicbought please use everything purchase everyone lucky able buy ahead,Extremely Negative
1024,45976,"Providence, Rhode Island",13-03-2020,never seen crowded crazy shopper stop amp shop people prepare stay home slow spread store amp online shopping service much busier usual,Negative
1025,45977,,13-03-2020,others able work home retail worker last one standing pandemic know store taking necessary measure protect community,Positive
1026,45978,,13-03-2020,people rushing stock food water vitamin c amp plus zinc protect covid city globe locked dont trust coronavirus paramedic animalcrossing switch raptor canuck oiler novascotia pei eos ny,Extremely Positive
1027,45979,"Dubai, United Arab Emirates",13-03-2020,economic effect covid likely reduce global demand oil effect sector saudi arabia forced oil price barrel well ahg finance x financeservices coronavirus oilvscoronavirus gulfcountires economy globaleffect,Negative
1028,45980,Leeds UK,13-03-2020,shopping online covid coronavirus shop boohoo remember use topcashback get back online purchase sign free also get free £ mamps gift card boohoo,Extremely Positive
1029,45981,,13-03-2020,long line grocery store caloocan covid,Neutral
1030,45982,South Staffordshire ,13-03-2020,dudleymbc hwdudley atbdudley dudleypolice anyone planning look vulnerable elderly coronavirus covid pandemic uk broadband tabletonline bankingonline shopping alexa reduce loneliness wld good ide,Negative
1031,45983,mult,13-03-2020,literally roll toilet paper went grocery store ofcourse everything sold yall insane rip hamsteren covid,Extremely Negative
1032,45984,India,13-03-2020,ministry consumer affair public distribution view coronavirus mask ply ply surgical mask n mask sanitizers declared essential commodity temporarily,Neutral
1033,45985,,13-03-2020,tbh im trying find covid discount shopping online,Neutral
1034,45986,"Glendale, AZ ",13-03-2020,grown something year old woman coughed directly avocado local grocery store didnt even courtesy aim less desirable fruit vegetable coronavirus,Positive
1035,45987,Cinema,13-03-2020,show spine people time global outbreak opportunist charge exorbitant price simple essential like face mask hand sanitizer coronavirus coronavirusoutbreak handsanitizer,Extremely Positive
1036,45988,,13-03-2020,quietplacemovie paramountpics release demand streaming people wan na see well pay see comfort hopefully covid free environment heck add covid tax consessionfood revenue loss,Extremely Positive
1037,45989,United Kingdom,13-03-2020,go start emptying supermarket shelf please think vulnerable country supermarket also bin food bank putting couple tin covid,Negative
1038,45990,,13-03-2020,youve local supermarket found theres toilet roll pasta pain relief etc panic buying time turn local business shop drive past way supermarket helping community covid covid,Negative
1039,45991,"Auckland, New Zealand",13-03-2020,whats happening definitely reshape consumer shopping habit preference expectation future personal safety hygiene may even top sustainability least equal importance heard first coronavirus chaos,Extremely Positive
1040,45992,,13-03-2020,coronavirusinkenya dear kenyan preacher commence miracle rally heal covid sell anointing oil salvage deliver sinner business boom exuberant price basic stuff hope situation contained soon,Extremely Positive
1041,45993,Glasgow & London,13-03-2020,online shopping may benefit short term supply chain issue uncertain consumer demand could dampen ecommerce outlook coronavirus covid ecommerce adimo,Positive
1042,45994,,13-03-2020,boomer looked millennials killing brick mortar whos antisocial shopping online covid coronavirus,Negative
1043,45995,"Elkridge, MD",13-03-2020,kind patient everyone encounter grocery store especially staff bring reusable bag covid scary climatechange terrifying,Extremely Negative
1044,45996,"Montréal, Québec",13-03-2020,coronavirus hurting store foottraffic ecommerce wont help much analyst say via retaildive brickandmortar retail pandemic,Positive
1045,45997,"Montréal, Québec",13-03-2020,target walmart address store sanitization coronavirus concern mount via retaildive brickandmortar retail employee consumer safety pandemic,Neutral
1046,45998,,13-03-2020,telling covid suppose stock food stay home avoid physical contact others basically becoming introvert yay introvert unite,Positive
1047,45999,MIA 2 DMV,13-03-2020,retail store capitalism reaping benefit medias mass bombardment covid coronavirus colluded splitting profit,Extremely Positive
1048,46000,East Lothian Scotland ,13-03-2020,phone friend milan allowed unless go nearest supermarket need online permission form print proof address otherwise its spot fine covid,Positive
1049,46001,nyc,13-03-2020,since last weeks reporting impact covid outbreak global ecommerce activity weve uncovered shifting pattern online shopping putting fact behind digital business trend everyone talking,Neutral
1050,46002,"Ft Collins, CO",13-03-2020,mass hysteria reasonable preparation seen local grocery store toilet paper covid coronavirus masshysteria hunkerdown fort collins colorado,Negative
1051,46003,"Chicago, IL",13-03-2020,primary covid ive come unsettling realization cope stress online shopping many sweater feel peace,Positive
1052,46004,"Paris, France",13-03-2020,darinadz rga next week people supermarket whereami covid,Neutral
1053,46005,Sweden,13-03-2020,worried people camp europe lebanon homeless see every day way work lot people neighbourhood financial mean stock food etc,Negative
1054,46006,Sri Lanka,13-03-2020,amid panic buying public government seek allay fear food shortage country ministry food security amp consumer welfare insists withstand hoarding amp assures meet demand festive season,Negative
1055,46007,Dubai,13-03-2020,price garlic shot tunisia amid buying rush consumer hope help protect new coronavirus despite caution world health organization covid,Extremely Positive
1056,46008,"Cumbria, England",13-03-2020,toilet roll supermarket sold think outside box alan thought came crochet hook voila coronovarius coviduk covid,Neutral
1057,46009,Springfield,13-03-2020,went grocery store routine shopping seriously people wtf toilet paper obsession specific item covid panicbuying,Extremely Negative
1058,46010,"Ottawa, Canada",13-03-2020,nice grocery store drugstore service industry staff isnt fault chickpea tp possibly facing precarious work situation coronavirus,Negative
1059,46011,"Toronto, Ontario",13-03-2020,grocery store looking buy large bag sweet chili heat doritos amp everyone else panic buying year worth toilet paper every box pizza pocket frozen food aisle covid,Positive
1060,46012,"Ellesmere Port, England",13-03-2020,first time week seen loo roll supermarket bought sensible quantity calamitycorona covid toiletpaperapocalypse stoppanicking,Neutral
1061,46013,,13-03-2020,flu deadly corona kill people one location people go day corona case confirmed one location school shut stock market plunge gas price drop travel canceled people quarantined suspicion covid,Extremely Negative
1062,46014,The District,13-03-2020,food bank prepare heightened demand amid covid outbreak dcist,Negative
1063,46015,"Westminster, London, UK",13-03-2020,food bank donation due covid amp time demand likely rise people zero hour contract work please consider donating £ online local food bank purchase need eg npfoodbank,Negative
1064,46016,Philadelphia,13-03-2020,woke early make two different meal plan regular meatless clue status grocery store look like today covid,Positive
1065,46017,"Brussels, Belgium",13-03-2020,woman wait turn enter supermarket due outbreak coronavirus disease covid brussels belgium mar bruxelles brussels covid covid belgique belgiumlockdown stayhomebelgium stayhome coronaoutbreak coronaviruspandemic,Neutral
1066,46018,"Brisbane, Queensland",13-03-2020,covid getting hand rumour government shutting entire continent gathering pace amp food stock disappearing market,Positive
1067,46019,"Hopewell, NJ",13-03-2020,realdonaldtrump exactly mobile testing site gon na running need prescription gon na free f propping oil company price go cheap gasoline price consumer,Positive
1068,46020,Lamu | Nairobi | Africa,13-03-2020,covid kenya psvs required sanitizers fare bout hike cover cost sanitizers unless moh provides sanitizers food price especially dry food scarce expensive,Neutral
1069,46021,,13-03-2020,shit bucket its time weekly shopping also weak af immune system rate likelihood contracting virus supermarket probably much higher cream cracker jam rescue guess covid,Negative
1070,46022,"Baltimore, MD",13-03-2020,today would like recognize another group national hero supermarket employee thank hard work patience understanding mind worked night stock shelf still greeted customer smile morning covid hero,Extremely Positive
1071,46023,,13-03-2020,local grocery store new hampshire coronavirus covid nationalemergency,Neutral
1072,46024,,13-03-2020,make sure thank retail store worker delivery driver dealing lot take time ask thank coronavirus choosekindness,Extremely Positive
1073,46025,"Palermo, ME ",13-03-2020,people panicking right fuck arent supreme knowledge possess others,Positive
1074,46026,"Ottawa, Ontario",13-03-2020,husband took picture grocery store last evening line cash went way produce section covid ottawa,Neutral
1075,46027,,13-03-2020,really want know people stock piling food toilet paper like normally shop costco normally roommate bought toilet paper month ago still roll left lol coronavirus coronaoutbreak,Positive
1076,46028,"Utah, USA",13-03-2020,happy report coronavirus protocol put effect yesterday utah created buying frenzy grocery store life sustaining product still available today covid priority survival amwriting,Positive
1077,46029,,13-03-2020,people care stock market want know test coming want know return normal life want know im getting food next week stop telling amp stock market covid,Negative
1078,46030,"Austin, TX",13-03-2020,arent supposed gathering large group yet people grocery store hoarding food covid,Neutral
1079,46031,,13-03-2020,call demand congress pa bill free testing paid sick leave month paid family leave expanded unemployment insurance food security medicaid fund,Negative
1080,46032,,13-03-2020,friday th covid panic nothing outside stay home filipino dont hoard alcohol face mask sell exorbitant price mag jakol kudos metro manila batangas cebu city mandaue city suspending class,Neutral
1081,46033,Netherlands,13-03-2020,grocery store philippine thanks lockdown manila people panic buying call hamsteren germany call hamsterkaeufe see one alcohol gone still coronaoutbreak covid covid,Negative
1082,46034,Occupied Piscataway Lands (DC),13-03-2020,food left grocery store lookpumpkin spice thing march covid,Negative
1083,46035,"Albany, NY",13-03-2020,anyone else scared coronavirus causing worldwide food shortage basic supply shortage production halted short term hoarding isnt going protect long term demand im afraid happen u society well recover fridaythoughts,Negative
1084,46036,"Brussels, Belgium",13-03-2020,thread people showing solidarity one another coronavirus crisis saw yesterday supermarket item running everyone good spirit joking calm panic shopping helping others reach thing,Extremely Positive
1085,46037,"Munich, Bavaria",13-03-2020,amid praise homeoffice request socialdistancing want greet big smile supermarket employee shop assistant continue go work make home office many u possible thank deeply covid,Extremely Positive
1086,46038,,13-03-2020,pretty sure im single handedly financing poland panic buying led world food section supermarket ive ransacked covid,Positive
1087,46039,Chelsea SW10,13-03-2020,every supermarket look like tottenham hotspurs trophy cabinet week also stay home due covid ill longer,Positive
1088,46040,"Herrin, IL",13-03-2020,medium usa need stop lie covid coronaviruspandemic within next hour half store usa stock food water supples tell sometime next week buch tv station reported stop,Extremely Negative
1089,46041,tema,13-03-2020,price hand sanitizers nose mask risen ebe ninja mask go take go town coronaoutbreak coronavirusupdate covid,Positive
1090,46042,,13-03-2020,patbloke yep were avoiding going cant risk covid experiencing long wait supermarket delivery realise place pressure supermarket ocado sainsburys tesco slot driver possible would much appr,Negative
1091,46043,"South Holland, The Netherlands",13-03-2020,stop attacking food store employee fault yall selfish amp raiding food time keep getting stock day need raid mostly stop fcking dcks employee cant anything ur behaviour coronavirus,Extremely Negative
1092,46044,,13-03-2020,spent hour check grocery store school closed county lot business closed thank u covid,Positive
1093,46045,,13-03-2020,forgot toilet paper go shopping computer school closed going online class never thought coronavirus powerful,Positive
1094,46046,"London, England",13-03-2020,go supermarket stockpile thing like pasta rice canned food etc covid think rely foodbanks main food source foodbanks already limited supply please donate share bemindful,Positive
1095,46047,"California, USA",13-03-2020,local grocery store toilet paper due coronaoutbreak coronavirusoutbreak coronapocalypse covid panickbuying please stop panic buying toilet paper people isnt worldend scenario,Extremely Negative
1096,46048,London,13-03-2020,selfish greedy people home look like covid panicbuying food need cant find anymore,Negative
1097,46049,Amsterdam ,13-03-2020,okey hoarded supermarket make sure dont let spoil springclean cupboard sort type useby date use older stock first prevent foodwaste covid coronavirus,Positive
1098,46050,United States,13-03-2020,old people perusing grocery store glove look like character assassin creed make make sense wetrynnasaveyall covid,Positive
1099,46051,"Toronto, Ontario",13-03-2020,panickbuying covid buying everything sell inflated price youre hustler youre piece shit,Extremely Negative
1100,46052,,13-03-2020,done supermarket issue buy whatever want pardon also would like buy something let many package crazy behavior stop norway oslo covid coronavirusnorge coronavirus coronaoutbreak covid,Neutral
1101,46053,United States,13-03-2020,covid scary confusing school closing area grocery store shelf empty sure staying hoping dont run toiletpaper coronaviruspandemic,Extremely Negative
1102,46054,,13-03-2020,couldnt even hold basket grocery store without arm muscle burning refused cook family kept distance think covid u long time disguised flu well designed disease coronavirus,Negative
1103,46055,"Long Island, NY",13-03-2020,every supermarket right coronaviruspandemic covid,Neutral
1104,46056,"Noida, India",13-03-2020,covid effected human life also impact global cryptomarket price cryptocurrency largely crytocurrency covid marketcrash,Neutral
1105,46057,"Cupertino, California",13-03-2020,apple retail employee work location santa monica california tested positive covid apple confirmed friday,Positive
1106,46058,USA,13-03-2020,popping abyss say working grocery store especially online order person hell right people panicking rude someone coughed last toilet paper thought expensive im tired covid,Extremely Negative
1107,46059,"Hammond, LA",13-03-2020,navigating grocery store trying get covid,Neutral
1108,46060,Planet Earth ?,13-03-2020,sadhgurujv saar srisri sir yogrishiramdev ji looking gyaan please guy spoken economy value indian rupee v u dollar petrol price politics social issue anything coronaviruspandemic coronaoutbreak,Positive
1109,46061,Disney Parks around the world,13-03-2020,accidently assbumped someone supermarket thought great corona alternative shaking hand made think ericstonestreets moon landing modern family covid corona,Neutral
1110,46062,"Vermont, USA",13-03-2020,went grocery store today pick thing ask hell everyone freaking toilet paper thursdaythoughts covid toiletpaperapocalypse,Extremely Negative
1111,46063,The Future,13-03-2020,online shopping become even important virus outbreak like covid coronaviruspandemic,Positive
1112,46064,,13-03-2020,mandalaysamui test covid cost thb moph thailand site said hospital covid testing capability two shame raising price high coronavirus covid covid covid,Positive
1113,46065,Republic of the Philippines,13-03-2020,happening right local supermarket covid,Neutral
1114,46066,"Paris, France",13-03-2020,canada seems react pretty well covid massive discount offered soap liquid solid ive seen local supermarket drugstore really nice,Extremely Positive
1115,46067,,13-03-2020,teacher loom great tool recording sharing video comment teacher education covid useloom way pay double per month youre running adjusted price happy,Extremely Positive
